,released,year,age,sex,employed,citizen,checks
3543,Yes,2001,20,Male,No,Yes,4
3544,Yes,2002,18,Male,Yes,Yes,0
3545,Yes,2000,18,Male,Yes,Yes,0
3546,Yes,2000,17,Male,Yes,Yes,2
3547,Yes,2000,25,Male,Yes,Yes,1
3548,No,1998,36,Male,Yes,Yes,0
3549,Yes,2000,21,Male,Yes,Yes,2
3550,Yes,2001,22,Male,Yes,Yes,0
3551,Yes,2002,31,Male,Yes,Yes,0
3552,Yes,2001,19,Male,Yes,Yes,3
3553,Yes,2002,21,Male,Yes,Yes,2
3554,Yes,1998,15,Female,Yes,Yes,0
3555,Yes,2000,36,Male,Yes,No,2
3556,Yes,1997,20,Male,Yes,No,4
3557,No,2000,19,Male,Yes,No,2
3558,Yes,1999,48,Male,Yes,Yes,3
3559,Yes,2000,18,Male,Yes,Yes,1
3560,Yes,2002,20,Male,Yes,Yes,0
3561,Yes,1999,25,Male,Yes,Yes,2
3562,Yes,2000,26,Male,Yes,Yes,1
3563,No,1997,17,Male,Yes,No,3
3564,Yes,2000,16,Male,Yes,Yes,0
3565,Yes,2001,34,Male,No,Yes,3
3566,Yes,2001,36,Male,Yes,Yes,1
3567,Yes,1998,18,Male,Yes,No,3
3568,Yes,2000,24,Male,No,No,0
3569,Yes,2001,16,Male,Yes,Yes,0
3570,Yes,1999,16,Male,No,Yes,3
3571,Yes,1999,22,Male,Yes,Yes,1
3572,Yes,2000,21,Female,Yes,Yes,0
3573,Yes,2000,24,Male,Yes,Yes,0
3574,Yes,1999,18,Male,Yes,Yes,0
3575,Yes,2000,24,Male,Yes,Yes,2
3576,Yes,2000,18,Male,Yes,Yes,3
3577,No,2001,17,Male,Yes,Yes,4
3578,Yes,2000,19,Male,Yes,Yes,2
3579,Yes,2000,21,Male,Yes,Yes,0
3580,Yes,2001,19,Male,Yes,Yes,3
3581,Yes,1998,19,Male,Yes,Yes,1
3582,Yes,1998,27,Female,No,Yes,4
3583,Yes,1997,22,Male,Yes,No,1
3584,Yes,1999,34,Male,Yes,Yes,0
3585,Yes,2001,29,Male,Yes,Yes,3
3586,Yes,2001,24,Male,Yes,Yes,0
3587,Yes,1999,17,Male,Yes,Yes,0
3588,Yes,2000,16,Male,Yes,Yes,0
3589,No,1999,20,Male,Yes,No,3
3590,Yes,2001,20,Male,Yes,Yes,0
3591,Yes,1999,21,Male,Yes,Yes,1
3592,Yes,2000,15,Male,Yes,Yes,3
3593,No,1998,18,Male,No,No,2
3594,No,1997,35,Male,Yes,No,3
3595,No,1999,18,Male,Yes,Yes,2
3596,Yes,2001,59,Male,Yes,Yes,1
3597,Yes,1999,19,Male,Yes,Yes,0
3598,No,2001,37,Male,Yes,Yes,3
3599,Yes,1998,21,Male,Yes,Yes,3
3600,Yes,1998,25,Male,Yes,Yes,2
3601,Yes,1997,20,Male,Yes,No,0
3602,Yes,1999,21,Male,Yes,Yes,0
3603,Yes,1998,20,Male,Yes,Yes,3
3604,Yes,1997,20,Male,No,No,2
3605,Yes,2000,45,Male,Yes,Yes,0
3606,Yes,2001,18,Male,Yes,Yes,0
3607,No,2001,27,Male,Yes,No,2
3608,Yes,2001,31,Male,Yes,Yes,0
3609,Yes,1999,24,Male,Yes,Yes,0
3610,Yes,1999,42,Female,Yes,Yes,0
3611,Yes,2000,37,Female,No,Yes,3
3612,Yes,1998,34,Male,Yes,No,0
3613,Yes,2001,25,Male,Yes,Yes,2
3614,Yes,2000,30,Female,Yes,Yes,3
3615,Yes,2001,29,Male,Yes,Yes,0
3616,Yes,2001,36,Male,Yes,Yes,2
3617,Yes,1999,20,Male,No,Yes,2
3618,No,2001,28,Male,Yes,No,0
3619,Yes,2000,21,Male,Yes,Yes,1
3620,Yes,1998,16,Male,Yes,Yes,1
3621,Yes,1999,22,Male,No,Yes,4
3622,Yes,2000,17,Male,Yes,Yes,1
3623,Yes,2001,18,Male,Yes,Yes,0
3624,Yes,2002,35,Female,No,Yes,2
3625,No,1998,30,Female,No,Yes,3
3626,Yes,2001,19,Male,No,Yes,2
3627,Yes,1997,19,Male,Yes,No,2
3628,Yes,1999,15,Male,Yes,Yes,0
3629,No,2002,25,Male,No,Yes,0
3630,Yes,1997,30,Male,Yes,Yes,4
3631,Yes,1999,16,Female,Yes,Yes,0
3632,Yes,1999,39,Male,Yes,Yes,0
3633,Yes,2001,16,Male,No,Yes,3
3634,No,2001,15,Male,Yes,Yes,3
3635,Yes,1999,21,Male,Yes,No,0
3636,Yes,1997,30,Male,Yes,Yes,3
3637,Yes,2000,16,Male,Yes,Yes,2
3638,Yes,1999,20,Male,Yes,Yes,0
3639,Yes,1999,19,Male,Yes,Yes,4
3640,Yes,2001,19,Male,Yes,Yes,1
3641,Yes,2000,16,Male,Yes,Yes,0
3642,Yes,1999,18,Male,Yes,Yes,4
3643,No,2000,17,Male,No,No,2
3644,Yes,1999,22,Male,Yes,Yes,0
3645,Yes,1998,17,Female,Yes,Yes,0
3646,No,1998,18,Male,Yes,No,0
3647,Yes,2000,22,Male,Yes,Yes,1
3648,Yes,1998,21,Male,Yes,Yes,0
3649,Yes,1999,23,Male,Yes,No,3
3650,Yes,1999,21,Male,Yes,Yes,2
3651,Yes,2000,16,Male,Yes,Yes,0
3652,Yes,1999,37,Male,No,No,1
3653,Yes,2000,18,Male,Yes,Yes,2
3654,Yes,2001,24,Male,Yes,Yes,1
3655,Yes,1998,20,Male,No,No,4
3656,Yes,2000,35,Male,Yes,Yes,0
3657,Yes,2001,40,Male,Yes,Yes,0
3658,No,1999,21,Male,Yes,Yes,2
3659,Yes,2000,25,Male,No,Yes,3
3660,Yes,2002,19,Male,No,Yes,4
3661,Yes,1999,23,Male,Yes,Yes,3
3662,Yes,1998,31,Male,Yes,Yes,0
3663,Yes,2001,17,Female,Yes,Yes,4
3664,No,1999,38,Male,Yes,Yes,4
3665,Yes,1998,19,Male,No,Yes,2
3666,Yes,1997,18,Male,No,No,5
3667,Yes,2001,19,Male,No,Yes,0
3668,No,1999,20,Male,Yes,Yes,0
3669,No,2001,17,Male,No,Yes,5
3670,Yes,1998,17,Male,Yes,Yes,0
3671,Yes,1999,34,Male,Yes,Yes,4
3672,Yes,1997,24,Male,Yes,No,3
3673,No,2000,15,Male,Yes,Yes,4
3674,Yes,1997,27,Male,No,No,3
3675,Yes,2001,20,Male,No,Yes,3
3676,No,2001,18,Male,Yes,Yes,0
3677,No,1999,32,Male,Yes,Yes,4
3678,Yes,1999,20,Male,Yes,Yes,4
3679,Yes,1999,19,Male,Yes,Yes,0
3680,Yes,1997,16,Male,Yes,No,0
3681,Yes,2000,52,Male,Yes,Yes,3
3682,Yes,2000,20,Male,Yes,Yes,0
3683,Yes,1997,18,Male,Yes,No,0
3684,Yes,1997,16,Male,Yes,No,0
3685,No,2000,21,Male,No,No,3
3686,Yes,2000,45,Male,Yes,No,1
3687,No,2001,17,Female,Yes,Yes,0
3688,Yes,1998,40,Male,Yes,Yes,1
3689,Yes,1998,18,Male,Yes,Yes,0
3690,Yes,1998,31,Male,Yes,Yes,1
3691,Yes,2000,18,Female,No,Yes,2
3692,Yes,1999,16,Male,No,Yes,1
3693,Yes,2000,20,Male,Yes,Yes,0
3694,Yes,2001,20,Male,Yes,No,0
3695,Yes,2001,25,Male,Yes,Yes,0
3696,Yes,1997,17,Male,Yes,Yes,4
3697,Yes,2002,56,Male,Yes,Yes,0
3698,Yes,2001,24,Male,Yes,Yes,0
3699,Yes,2000,16,Male,Yes,Yes,1
3700,Yes,1998,19,Male,Yes,Yes,4
3701,Yes,1997,18,Male,Yes,No,5
3702,Yes,1999,23,Male,Yes,Yes,0
3703,No,2000,27,Male,No,Yes,4
3704,Yes,1998,22,Male,Yes,Yes,4
3705,Yes,1999,51,Male,Yes,Yes,4
3706,No,1998,15,Male,Yes,Yes,5
3707,Yes,2000,19,Male,Yes,Yes,0
3708,Yes,1999,22,Male,Yes,Yes,2
3709,Yes,2001,27,Male,Yes,Yes,0
3710,Yes,1999,19,Male,Yes,Yes,1
3711,Yes,2002,17,Male,Yes,Yes,1
3712,Yes,1999,25,Male,No,Yes,0
3713,No,1999,14,Male,Yes,Yes,0
3714,Yes,1997,16,Male,Yes,No,0
3715,Yes,2000,25,Male,Yes,Yes,2
3716,Yes,1997,15,Male,Yes,Yes,0
3717,Yes,2000,17,Male,Yes,Yes,0
3718,Yes,2000,16,Male,Yes,No,0
3719,No,1998,19,Male,Yes,Yes,0
3720,Yes,2001,21,Male,Yes,Yes,0
3721,Yes,2001,18,Male,Yes,Yes,0
3722,No,1998,32,Male,No,Yes,4
3723,Yes,1997,27,Male,Yes,Yes,0
3724,Yes,2001,30,Male,Yes,Yes,0
3725,No,1998,23,Male,Yes,Yes,3
3726,Yes,2001,20,Male,Yes,Yes,2
3727,Yes,2000,22,Male,Yes,Yes,0
3728,Yes,1999,20,Male,No,No,0
3729,Yes,1998,15,Male,No,Yes,5
3730,Yes,1998,19,Male,No,Yes,0
3731,Yes,2000,19,Male,Yes,Yes,1
3732,Yes,2000,17,Male,No,Yes,1
3733,Yes,1999,19,Female,Yes,Yes,0
3734,Yes,1999,17,Male,No,Yes,1
3735,Yes,1998,37,Male,Yes,Yes,3
3736,Yes,2002,19,Male,Yes,Yes,2
3737,Yes,1997,21,Male,Yes,Yes,0
3738,Yes,2001,21,Male,Yes,Yes,0
3739,Yes,1999,21,Male,No,Yes,0
3740,No,1998,21,Male,No,No,3
3741,Yes,1998,25,Male,Yes,No,2
3742,Yes,2000,37,Female,No,Yes,2
3743,No,1999,27,Male,Yes,Yes,3
3744,Yes,1999,21,Male,Yes,Yes,1
3745,Yes,2001,15,Male,Yes,Yes,2
3746,Yes,1997,19,Male,Yes,Yes,3
3747,Yes,1999,40,Male,Yes,Yes,3
3748,Yes,2000,38,Male,No,Yes,4
3749,Yes,1998,16,Male,Yes,Yes,0
3750,Yes,2000,28,Male,Yes,Yes,3
3751,Yes,1999,25,Male,Yes,No,0
3752,No,2001,18,Male,No,Yes,2
3753,Yes,1999,20,Male,Yes,Yes,1
3754,Yes,2000,16,Male,Yes,Yes,1
3755,Yes,2000,13,Male,Yes,Yes,0
3756,Yes,1998,16,Male,Yes,Yes,4
3757,Yes,2001,21,Male,No,Yes,3
3758,Yes,2001,17,Male,Yes,Yes,1
3759,Yes,1998,40,Male,Yes,Yes,1
3760,Yes,2000,39,Male,Yes,No,2
3761,Yes,2001,28,Male,No,Yes,0
3762,Yes,1997,21,Female,Yes,Yes,1
3763,Yes,1998,20,Male,Yes,Yes,0
3764,Yes,2001,20,Male,Yes,Yes,2
3765,Yes,2002,14,Male,Yes,Yes,0
3766,Yes,2000,22,Male,Yes,Yes,3
3767,Yes,1998,26,Male,Yes,Yes,0
3768,Yes,2000,23,Male,No,Yes,4
3769,Yes,1999,45,Male,No,Yes,0
3770,Yes,1999,25,Male,No,Yes,3
3771,Yes,2001,22,Male,Yes,Yes,2
3772,Yes,1998,22,Female,Yes,Yes,1
3773,Yes,2001,17,Male,Yes,Yes,0
3774,Yes,2001,19,Male,Yes,Yes,0
3775,Yes,1998,20,Male,No,Yes,0
3776,Yes,2001,18,Male,Yes,Yes,2
3777,Yes,2001,23,Male,No,Yes,0
3778,Yes,1999,34,Male,Yes,Yes,1
3779,Yes,2000,52,Female,No,No,3
3780,Yes,1999,19,Male,No,Yes,1
3781,Yes,1999,20,Male,Yes,No,0
3782,Yes,2000,33,Male,Yes,Yes,0
3783,Yes,1997,18,Male,No,No,3
3784,Yes,2001,25,Male,Yes,Yes,0
3785,Yes,2001,39,Male,Yes,Yes,2
3786,Yes,1998,20,Male,No,Yes,3
3787,Yes,2000,20,Male,Yes,Yes,1
3788,Yes,2000,24,Male,Yes,Yes,0
3789,Yes,2001,26,Male,Yes,Yes,5
3790,No,1999,20,Male,Yes,Yes,0
3791,No,1999,20,Male,Yes,Yes,4
3792,Yes,1998,21,Male,Yes,Yes,1
3793,Yes,1999,21,Male,Yes,Yes,2
3794,Yes,2000,17,Male,Yes,Yes,1
3795,Yes,2001,24,Female,Yes,Yes,0
3796,No,2001,32,Male,No,Yes,3
3797,Yes,2000,22,Male,Yes,Yes,0
3798,Yes,1999,17,Male,Yes,Yes,1
3799,Yes,1998,26,Male,Yes,Yes,1
3800,Yes,2001,18,Male,Yes,Yes,2
3801,Yes,2000,19,Male,Yes,Yes,4
3802,Yes,1998,36,Male,Yes,Yes,3
3803,Yes,2000,32,Male,Yes,No,4
3804,Yes,2001,21,Male,Yes,Yes,2
3805,Yes,2000,25,Male,Yes,Yes,0
3806,No,2002,37,Male,Yes,Yes,2
3807,No,1997,12,Male,Yes,No,5
3808,Yes,1999,19,Male,Yes,Yes,4
3809,No,2000,39,Male,No,Yes,4
3810,Yes,1998,19,Male,No,Yes,3
3811,No,1997,18,Female,No,No,0
3812,Yes,2000,23,Male,Yes,Yes,4
3813,Yes,1998,34,Male,Yes,Yes,2
3814,Yes,1997,18,Male,Yes,No,0
3815,Yes,2000,16,Male,Yes,Yes,0
3816,Yes,1998,48,Female,Yes,Yes,0
3817,No,1997,17,Male,Yes,No,1
3818,Yes,1997,19,Male,Yes,No,0
3819,Yes,1998,17,Male,Yes,Yes,3
3820,Yes,1999,23,Male,Yes,Yes,0
3821,Yes,2001,13,Female,Yes,Yes,0
3822,Yes,1999,31,Male,Yes,Yes,1
3823,Yes,1998,18,Male,No,Yes,1
3824,No,1998,19,Male,No,Yes,4
3825,No,2000,21,Male,No,Yes,1
3826,Yes,1998,27,Male,Yes,Yes,3
3827,Yes,1999,24,Male,Yes,Yes,3
3828,Yes,2002,33,Male,Yes,Yes,0
3829,Yes,1997,19,Female,Yes,No,1
3830,Yes,1998,19,Male,Yes,Yes,5
3831,Yes,2002,22,Male,No,Yes,0
3832,Yes,1999,21,Male,Yes,Yes,1
3833,Yes,2001,17,Male,Yes,Yes,0
3834,No,2001,19,Male,Yes,Yes,2
3835,Yes,1997,19,Male,Yes,Yes,4
3836,No,1998,20,Male,No,Yes,1
3837,Yes,2001,15,Female,Yes,Yes,0
3838,Yes,2000,32,Male,Yes,Yes,1
3839,No,2001,16,Male,No,Yes,3
3840,Yes,2000,19,Male,Yes,No,0
3841,Yes,2001,23,Male,Yes,Yes,0
3842,Yes,2001,15,Male,No,No,2
3843,Yes,1999,20,Male,Yes,Yes,0
3844,Yes,1999,20,Male,No,Yes,0
3845,Yes,2001,19,Male,Yes,Yes,2
3846,Yes,1998,21,Male,Yes,No,1
3847,Yes,2001,19,Male,No,No,0
3848,Yes,2000,26,Male,Yes,Yes,0
3849,Yes,1999,25,Male,Yes,Yes,1
3850,Yes,2002,33,Male,Yes,Yes,2
3851,Yes,2001,20,Male,Yes,Yes,1
3852,Yes,2000,36,Male,Yes,Yes,3
3853,Yes,2000,20,Male,Yes,Yes,0
3854,Yes,1999,36,Male,Yes,No,1
3855,Yes,2000,27,Male,Yes,Yes,1
3856,No,1998,16,Male,No,No,3
3857,Yes,1998,17,Male,Yes,Yes,5
3858,No,1997,21,Male,No,No,4
3859,Yes,1998,28,Male,Yes,Yes,2
3860,No,1998,17,Male,Yes,Yes,4
3861,No,1999,24,Male,No,Yes,3
3862,Yes,1997,17,Male,Yes,Yes,0
3863,Yes,2001,23,Female,Yes,Yes,0
3864,No,2001,19,Male,Yes,Yes,3
3865,Yes,2002,19,Male,Yes,Yes,1
3866,Yes,1997,17,Male,Yes,No,0
3867,No,2001,21,Male,Yes,Yes,1
3868,Yes,1999,28,Male,No,Yes,3
3869,No,2002,18,Male,Yes,Yes,1
3870,Yes,1999,20,Male,Yes,Yes,0
3871,Yes,1997,31,Male,Yes,Yes,3
3872,Yes,1999,24,Male,Yes,Yes,0
3873,Yes,1998,44,Female,Yes,Yes,0
3874,Yes,1999,19,Male,Yes,Yes,3
3875,Yes,1997,31,Female,Yes,No,0
3876,Yes,2001,15,Male,Yes,Yes,0
3877,Yes,2001,23,Male,Yes,Yes,1
3878,Yes,1999,21,Male,Yes,Yes,0
3879,Yes,1999,14,Male,Yes,Yes,0
3880,Yes,2001,21,Male,Yes,No,0
3881,Yes,2000,23,Male,Yes,Yes,2
3882,No,1997,33,Male,Yes,Yes,3
3883,Yes,1997,34,Male,No,No,4
3884,Yes,1997,17,Male,Yes,Yes,3
3885,Yes,2002,20,Male,Yes,Yes,0
3886,Yes,2000,18,Female,Yes,Yes,0
3887,No,1999,33,Male,No,Yes,3
3888,No,1997,23,Male,No,No,4
3889,No,2000,22,Male,Yes,No,4
3890,Yes,1999,28,Male,Yes,No,0
3891,Yes,1999,45,Male,Yes,Yes,0
3892,No,2001,17,Male,Yes,Yes,3
3893,Yes,2001,19,Male,Yes,Yes,1
3894,No,2001,16,Male,Yes,Yes,2
3895,Yes,1998,37,Male,No,Yes,3
3896,Yes,2001,21,Male,No,Yes,2
3897,Yes,2000,21,Male,No,Yes,0
3898,Yes,1998,20,Male,Yes,Yes,3
3899,Yes,2002,35,Male,Yes,Yes,0
3900,Yes,2001,38,Male,Yes,No,3
3901,Yes,1999,17,Male,Yes,Yes,1
3902,Yes,2001,18,Male,Yes,Yes,0
3903,Yes,1999,23,Male,No,Yes,1
3904,Yes,1999,17,Male,Yes,Yes,0
3905,Yes,2001,19,Male,Yes,Yes,3
3906,Yes,2000,20,Male,Yes,Yes,2
3907,Yes,2000,16,Male,Yes,Yes,4
3908,Yes,1997,27,Male,Yes,No,0
3909,Yes,2002,26,Male,Yes,Yes,3
3910,Yes,1997,32,Male,No,No,2
3911,No,1998,28,Male,Yes,No,1
3912,Yes,2001,18,Male,Yes,Yes,0
3913,Yes,2001,22,Male,No,Yes,3
3914,Yes,2001,17,Male,Yes,Yes,4
3915,Yes,1998,14,Male,Yes,Yes,1
3916,Yes,1999,17,Male,Yes,Yes,2
3917,Yes,2001,35,Male,Yes,Yes,3
3918,Yes,2001,19,Female,Yes,Yes,1
3919,Yes,2002,19,Male,Yes,Yes,2
3920,Yes,2000,16,Male,Yes,Yes,2
3921,Yes,2000,19,Male,No,Yes,3
3922,Yes,2000,24,Male,Yes,Yes,1
3923,Yes,1999,20,Male,Yes,Yes,0
3924,Yes,2000,13,Male,Yes,Yes,0
3925,Yes,2002,16,Male,Yes,Yes,1
3926,Yes,2000,17,Male,Yes,Yes,0
3927,Yes,2002,21,Male,No,No,3
3928,Yes,1997,19,Male,Yes,No,0
3929,Yes,1997,19,Male,Yes,No,0
3930,Yes,1998,24,Male,No,Yes,2
3931,Yes,2000,18,Male,Yes,Yes,2
3932,Yes,2000,33,Male,No,Yes,3
3933,Yes,1997,20,Male,Yes,No,0
3934,Yes,1997,17,Male,Yes,No,4
3935,Yes,2000,25,Male,No,Yes,0
3936,Yes,1999,29,Male,Yes,Yes,4
3937,Yes,2000,16,Male,Yes,Yes,1
3938,Yes,2001,27,Male,Yes,Yes,0
3939,Yes,2000,17,Male,Yes,Yes,0
3940,Yes,2000,33,Male,Yes,Yes,0
3941,Yes,1999,19,Male,Yes,Yes,0
3942,Yes,2000,17,Male,Yes,Yes,1
3943,Yes,1999,24,Male,Yes,Yes,2
3944,Yes,2000,22,Male,Yes,Yes,0
3945,No,1998,19,Male,Yes,Yes,5
3946,Yes,2000,22,Male,Yes,Yes,2
3947,Yes,1999,15,Male,Yes,Yes,3
3948,Yes,1997,25,Male,No,No,3
3949,Yes,1999,16,Female,Yes,Yes,0
3950,Yes,1998,19,Male,Yes,Yes,2
3951,No,1997,17,Male,No,No,4
3952,Yes,2001,23,Male,No,Yes,2
3953,No,2000,35,Male,Yes,No,2
3954,Yes,2001,19,Male,Yes,Yes,2
3955,Yes,2001,18,Male,Yes,Yes,1
3956,Yes,1998,21,Male,Yes,Yes,1
3957,Yes,1999,24,Male,Yes,Yes,0
3958,Yes,1998,19,Male,Yes,Yes,2
3959,Yes,2001,40,Male,Yes,Yes,2
3960,Yes,1999,20,Male,Yes,No,1
3961,Yes,2002,29,Male,Yes,Yes,2
3962,Yes,2000,22,Male,No,Yes,4
3963,Yes,1999,39,Male,No,Yes,0
3964,Yes,2001,19,Male,No,Yes,1
3965,Yes,1999,45,Male,Yes,Yes,0
3966,Yes,2001,19,Male,Yes,Yes,1
3967,Yes,2000,23,Male,Yes,Yes,1
3968,Yes,2001,15,Male,Yes,Yes,0
3969,Yes,1998,25,Male,Yes,Yes,1
3970,Yes,2002,27,Male,Yes,Yes,1
3971,No,2001,22,Male,No,Yes,0
3972,Yes,2001,15,Male,Yes,Yes,0
3973,Yes,2001,37,Male,Yes,Yes,2
3974,Yes,2001,22,Male,Yes,Yes,0
3975,Yes,2002,25,Male,No,Yes,3
3976,No,2002,20,Male,No,Yes,3
3977,Yes,1997,19,Female,Yes,Yes,2
3978,Yes,2002,18,Male,Yes,Yes,4
3979,No,1998,16,Male,Yes,Yes,0
3980,Yes,1998,18,Male,Yes,Yes,1
3981,Yes,2000,22,Male,No,Yes,4
3982,Yes,2000,23,Male,Yes,No,3
3983,Yes,1999,19,Male,Yes,Yes,0
3984,Yes,1999,17,Male,Yes,Yes,1
3985,Yes,2001,53,Male,Yes,Yes,0
3986,Yes,1999,22,Female,Yes,Yes,2
3987,Yes,2001,30,Male,No,Yes,3
3988,Yes,1997,30,Male,Yes,No,2
3989,Yes,1998,17,Male,Yes,Yes,2
3990,Yes,1997,31,Male,Yes,No,0
3991,Yes,1999,25,Male,Yes,Yes,0
3992,Yes,2000,21,Female,Yes,Yes,1
3993,No,1998,18,Male,Yes,Yes,4
3994,Yes,1999,30,Male,No,No,3
3995,Yes,1999,18,Male,Yes,Yes,1
3996,Yes,1998,20,Male,No,Yes,4
3997,Yes,2000,25,Male,No,No,1
3998,Yes,2000,42,Male,No,No,3
3999,Yes,1998,20,Male,Yes,No,5
4000,No,1998,24,Male,No,Yes,3
4001,Yes,2000,25,Female,Yes,Yes,2
4002,Yes,1999,22,Male,No,Yes,0
4003,Yes,2001,20,Male,Yes,Yes,1
4004,Yes,2001,18,Male,No,Yes,0
4005,Yes,2000,19,Male,Yes,No,1
4006,Yes,1998,19,Male,Yes,Yes,4
4007,Yes,2000,31,Male,Yes,Yes,2
4008,Yes,1999,29,Male,Yes,Yes,0
4009,Yes,1998,52,Female,Yes,Yes,1
4010,No,2001,24,Male,Yes,Yes,2
4011,Yes,2001,24,Male,No,Yes,0
4012,No,2001,39,Male,No,Yes,4
4013,Yes,2001,18,Male,Yes,Yes,0
4014,Yes,1998,45,Male,Yes,No,3
4015,Yes,1999,15,Male,Yes,Yes,0
4016,Yes,1999,20,Male,Yes,Yes,3
4017,Yes,2000,17,Male,Yes,Yes,1
4018,No,2000,38,Male,Yes,Yes,4
4019,Yes,2002,21,Male,Yes,No,0
4020,Yes,1999,21,Male,Yes,Yes,0
4021,Yes,1998,22,Male,Yes,Yes,2
4022,Yes,1997,13,Male,Yes,No,0
4023,Yes,1999,19,Male,Yes,Yes,0
4024,Yes,1999,27,Male,No,Yes,3
4025,No,2001,17,Male,Yes,Yes,3
4026,Yes,1999,19,Male,Yes,Yes,3
4027,Yes,1999,39,Male,Yes,No,0
4028,Yes,2001,36,Male,Yes,Yes,0
4029,Yes,1998,24,Male,Yes,Yes,3
4030,Yes,1997,17,Male,Yes,Yes,0
4031,Yes,2000,42,Male,No,Yes,3
4032,No,1997,18,Male,Yes,Yes,2
4033,Yes,2000,17,Male,Yes,Yes,0
4034,Yes,1999,19,Male,No,Yes,0
4035,Yes,2002,36,Male,Yes,Yes,0
4036,Yes,2001,35,Male,No,No,3
4037,Yes,2002,17,Male,Yes,Yes,0
4038,No,1998,24,Male,No,No,3
4039,No,2001,19,Male,Yes,Yes,0
4040,Yes,1997,19,Male,Yes,No,0
4041,Yes,2002,21,Male,Yes,Yes,1
4042,No,1998,20,Male,Yes,No,0
4043,Yes,2001,19,Male,Yes,Yes,3
4044,No,2000,19,Male,Yes,Yes,4
4045,Yes,2001,20,Male,Yes,Yes,1
4046,No,1997,54,Male,Yes,No,0
4047,Yes,1998,16,Male,Yes,Yes,0
4048,Yes,2000,21,Male,Yes,Yes,0
4049,No,1999,24,Female,No,Yes,4
4050,Yes,1998,22,Female,No,Yes,0
4051,Yes,1999,20,Male,No,Yes,2
4052,Yes,1999,22,Male,Yes,Yes,0
4053,Yes,2002,18,Male,Yes,Yes,0
4054,Yes,2001,18,Male,Yes,Yes,1
4055,Yes,1998,29,Male,Yes,Yes,0
4056,Yes,1998,17,Male,Yes,Yes,0
4057,Yes,2000,23,Male,Yes,Yes,4
4058,Yes,1999,24,Male,Yes,Yes,2
4059,Yes,1999,23,Male,Yes,Yes,0
4060,No,1999,19,Male,No,Yes,4
4061,Yes,2000,38,Male,Yes,Yes,2
4062,No,2000,19,Male,Yes,Yes,0
4063,Yes,1999,17,Male,Yes,Yes,0
4064,No,2001,18,Male,Yes,Yes,5
4065,Yes,2000,18,Male,Yes,Yes,1
4066,Yes,1999,14,Male,Yes,Yes,4
4067,Yes,1997,33,Male,No,No,2
4068,Yes,2001,25,Male,Yes,Yes,3
4069,Yes,1999,22,Male,Yes,Yes,0
4070,Yes,1999,15,Male,Yes,Yes,1
4071,Yes,1998,20,Male,Yes,Yes,5
4072,Yes,2001,16,Male,Yes,Yes,1
4073,Yes,2000,22,Male,Yes,Yes,3
4074,Yes,2000,27,Male,Yes,Yes,3
4075,Yes,1998,18,Male,Yes,Yes,0
4076,Yes,2000,32,Male,Yes,Yes,1
4077,Yes,2000,22,Male,Yes,Yes,3
4078,Yes,2000,24,Male,Yes,Yes,1
4079,No,1998,23,Male,Yes,Yes,1
4080,Yes,2001,18,Male,Yes,Yes,1
4081,Yes,1999,28,Male,Yes,Yes,4
4082,Yes,2001,27,Male,Yes,No,3
4083,Yes,2002,21,Male,Yes,Yes,3
4084,Yes,2001,19,Male,Yes,No,0
4085,Yes,1998,15,Male,Yes,Yes,2
4086,Yes,1999,27,Male,Yes,Yes,3
4087,Yes,1997,43,Male,Yes,No,1
4088,Yes,1998,22,Male,Yes,Yes,5
4089,Yes,1998,19,Male,Yes,Yes,0
4090,Yes,1997,16,Male,Yes,Yes,1
4091,Yes,2001,25,Male,Yes,Yes,0
4092,Yes,1997,18,Male,Yes,Yes,0
4093,Yes,2001,18,Male,Yes,Yes,0
4094,No,2001,45,Male,No,Yes,1
4095,No,1999,20,Male,No,No,4
4096,Yes,1997,15,Male,Yes,No,2
4097,Yes,1998,21,Male,Yes,Yes,2
4098,Yes,1998,16,Male,Yes,Yes,4
4099,No,1998,20,Male,Yes,Yes,4
4100,No,2001,16,Male,Yes,Yes,3
4101,No,2000,26,Female,No,Yes,2
4102,Yes,2001,32,Male,Yes,Yes,0
4103,Yes,1999,34,Female,Yes,Yes,0
4104,Yes,2000,35,Male,Yes,Yes,4
4105,Yes,1997,20,Male,Yes,No,3
4106,Yes,1999,17,Male,Yes,Yes,1
4107,Yes,1999,36,Male,Yes,Yes,2
4108,No,2000,13,Female,Yes,Yes,1
4109,Yes,2000,25,Male,Yes,Yes,0
4110,No,2000,35,Male,Yes,No,2
4111,No,1999,27,Male,Yes,Yes,0
4112,Yes,2001,19,Male,Yes,Yes,1
4113,No,1998,38,Male,No,Yes,3
4114,No,1999,26,Female,Yes,Yes,4
4115,Yes,2000,23,Male,Yes,Yes,0
4116,Yes,2001,40,Male,Yes,Yes,2
4117,Yes,2000,19,Male,Yes,Yes,0
4118,Yes,1999,19,Female,Yes,Yes,0
4119,Yes,2001,39,Male,Yes,No,3
4120,Yes,1999,19,Male,Yes,Yes,3
4121,Yes,1999,40,Male,No,Yes,3
4122,Yes,2000,39,Male,Yes,Yes,2
4123,Yes,2001,30,Male,No,No,3
4124,Yes,1998,23,Male,Yes,Yes,0
4125,Yes,1999,18,Male,Yes,Yes,1
4126,No,2001,21,Male,Yes,No,0
